Common name,Entrez ID,Gene Name,Prediction,Sorted Category
rimP,947680,b3170,,Temporarly Down Regulated
rlmE,947689,b3179,,Ambiguous/Unsorted
yhbY,947688,RNA-binding protein yhbY,,Ambiguous/Unsorted
sufD,944878,Protein sufD,,Up Regulated
truB,947687,tRNA pseudouridine synthase B,,Down Regulated
gmhB,944879,"D,D-heptose 1,7-bisphosphate phosphatase",,Down Regulated
rpsO,947686,30S ribosomal protein S15,,Ambiguous/Unsorted
yafL,944899,Uncharacterized lipoprotein yafL,"['Cell wall membrane envelope biogenesis', 'lipid biosynthetic process', 'response to antibiotic']",Down Regulated
metI,944894,D-methionine transport system permease protein metI,,Up Regulated
rof,944891,Protein rof,,Ambiguous/Unsorted
yejH,945529,Uncharacterized protein yejH,"[' Building block biosynthesis', 'amino acid biosynthetic process']",Temporarly Up Regulated
aroA,945528,3-phosphoshikimate 1-carboxyvinyltransferase,,Ambiguous/Unsorted
ycaR,945537,UPF0434 protein ycaR,,Ambiguous/Unsorted
rpsA,945536,30S ribosomal protein S1,,Ambiguous/Unsorted
deaD,947674,Cold-shock DEAD box protein A,,Down Regulated
cmk,945535,Cytidylate kinase,,Ambiguous/Unsorted
ycaL,945534,Uncharacterized metalloprotease ycaL,[],Up Regulated
nlpI,947673,Lipoprotein nlpI,,Temporarly Up Regulated
ihfB,945533,Integration host factor subunit beta,,Ambiguous/Unsorted
yhbS,947670,Uncharacterized N-acetyltransferase yhbS,[' Building block biosynthesis'],Up Regulated
msbA,945530,Lipid A export ATP-binding/permease protein msbA,,Down Regulated
tilS,944889,tRNA(Ile)-lysidine synthase,,Ambiguous/Unsorted
yhbW,947677,Uncharacterized protein yhbW,[],Ambiguous/Unsorted
rlmL,945564,Ribosomal RNA large subunit methyltransferase L,,Ambiguous/Unsorted
uup,945566,ABC transporter ATP-binding protein uup,,Down Regulated
fabA,945568,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,,Ambiguous/Unsorted
ycbZ,945569,Putative protease La homolog,,Ambiguous/Unsorted
mukB,945549,Chromosome partition protein mukB,,Down Regulated
ftsH,947690,Cell division protease ftsH,,Ambiguous/Unsorted
ompF,945554,Outer membrane protein F,,Down Regulated
obgE,947694,ECIAI1_3331; ECP_3270; ECS88_3565; ECIAI39_3678; Z4545; ECH74115_4505; ECUMN_3663; EcolC_0517; c3940; EcHS_A3376; EC55989_3601; ECSE_3467; ECED1_3841; ECDH10B_3357; EcE24377A_3668; APECO1_3249; ECs4062; EcSMS35_3479; E2348C_3462; b3183; UTI89_C3616,,Down Regulated
dacB,947693,D-alanyl-D-alanine carboxypeptidase dacB,,Ambiguous/Unsorted
greA,947696,Transcription elongation factor; Transcription elongation factor greA,,Ambiguous/Unsorted
pyrD,945556,Dihydroorotate dehydrogenase,,Ambiguous/Unsorted
fis,947697,DNA-binding protein fis,,Ambiguous/Unsorted
yhbE,947699,Uncharacterized inner membrane transporter yhbE,[' Type of regulation'],Temporarly Up Regulated
mukE,945550,Chromosome partition protein mukE,,Ambiguous/Unsorted
copA,946106,Copper-exporting P-type ATPase A,,Ambiguous/Unsorted
ycbS,946934,Uncharacterized outer membrane usher protein ycbS,"['Cell motility', 'Intracellular trafficking  secretion  and vesicular transport', ' Macromolecules  cellular constituent   biosynthesis']",Ambiguous/Unsorted
yeeO,946506,Uncharacterized transporter yeeO,[],Up Regulated
agaD,947649,N-acetylgalactosamine permease IID component,,Ambiguous/Unsorted
hisF,946516,Imidazole glycerol phosphate synthase subunit hisF,,Ambiguous/Unsorted
hisI,946515,Histidine biosynthesis bifunctional protein hisIE,,Down Regulated
yeeU,946510,Uncharacterized protein yeeU,,Up Regulated
yeeR,946512,Inner membrane protein yeeR,,Up Regulated
garD,947641,D-galactarate dehydratase,,Temporarly Up Regulated
rihA,945503,Pyrimidine-specific ribonucleoside hydrolase rihA,,Up Regulated
cydC,945504,ATP-binding/permease protein cydC,,Down Regulated
infA,945500,Translation initiation factor IF-1,,Up Regulated
grxB,946926,Glutaredoxin-2,,Ambiguous/Unsorted
ynfB,946119,UPF0482 protein ynfB,,Ambiguous/Unsorted
speG,946117,Spermidine N(1)-acetyltransferase,,Down Regulated
ycgM,946115,Uncharacterized protein ycgM,[],Up Regulated
pyrG,946116,CTP synthase,,Temporarly Down Regulated
ydfE,946113,b1577; ECDH10B_1709,,Temporarly Down Regulated
ynjE,946505,Putative thiosulfate sulfurtransferase ynjE,,Temporarly Up Regulated
sxy,946504,Protein sxy,,Down Regulated
agaR,947636,Putative aga operon transcriptional repressor,,Temporarly Down Regulated
cbl,946502,HTH-type transcriptional regulator cbl,,Down Regulated
garR,947631,2-hydroxy-3-oxopropionate reductase,,Up Regulated
efeB,946500,Peroxidase ycdB,,Down Regulated
garK,947632,Glycerate kinase 2,,Up Regulated
yfeY,946919,Uncharacterized protein yfeY,[],Ambiguous/Unsorted
ypeA,946917,Acetyltransferase ypeA,,Down Regulated
amiA,946916,Probable N-acetylmuramoyl-L-alanine amidase amiA,,Down Regulated
bisC,946915,Biotin sulfoxide reductase,,Down Regulated
eutL,946914,Ethanolamine utilization protein eutL,,Down Regulated
yfeX,946913,Uncharacterized protein yfeX,[' Building block biosynthesis'],Ambiguous/Unsorted
pflA,945517,Pyruvate formate-lyase 1-activating enzyme,,Ambiguous/Unsorted
acrR,945516,HTH-type transcriptional regulator acrR,,Up Regulated
trpC,945519,Tryptophan biosynthesis protein trpCF,,Down Regulated
sufC,946128,Probable ATP-dependent transporter sufC,,Ambiguous/Unsorted
kdgR,946129,Transcriptional regulator kdgR,,Ambiguous/Unsorted
rimJ,946910,Ribosomal-protein-alanine acetyltransferase,,Ambiguous/Unsorted
sbcB,946529,Exodeoxyribonuclease I,,Down Regulated
yeeY,946532,Uncharacterized HTH-type transcriptional regulator yeeY,[' RNA related'],Down Regulated
yraR,947667,Uncharacterized protein yraR,[],Up Regulated
yraL,947664,UPF0011 protein yraL,,Ambiguous/Unsorted
rsmI,947664,UPF0011 protein yraL,,Ambiguous/Unsorted
yeeF,946533,Inner membrane transport protein yeeF,,Temporarly Up Regulated
yhbP,947665,UPF0306 protein yhbP,,Ambiguous/Unsorted
yeeZ,946538,Protein yeeZ,,Ambiguous/Unsorted
yhbT,947669,Uncharacterized protein yhbT,"['Coenzyme transport and metabolism', ' Energy metabolism  carbon ', ' Building block biosynthesis']",Down Regulated
yajO,946903,Uncharacterized oxidoreductase yajO,[],Up Regulated
ycaK,945520,Uncharacterized NAD(P)H oxidoreductase ycaK,['amino acid transport'],Temporarly Up Regulated
ampH,946904,Penicillin-binding protein ampH,,Down Regulated
ycaN,945523,Uncharacterized HTH-type transcriptional regulator ycaN,"['Transcription', ' RNA related', ' Type of regulation', 'transcription', 'regulation of transcription  DNA dependent']",Down Regulated
ycaQ,945524,Uncharacterized protein ycaQ,['two component signal transduction system  phosphorelay '],Ambiguous/Unsorted
ivy,946530,Inhibitor of vertebrate lysozyme,,Up Regulated
diaA,947661,DnaA initiator-associating protein diaA,,Up Regulated
hemF,946908,"Coproporphyrinogen-III oxidase, aerobic",,Down Regulated
lpxK,945526,Tetraacyldisaccharide 4'-kinase,,Down Regulated
gloB,944902,Hydroxyacylglutathione hydrolase,,Down Regulated
rsxC,946137,Electron transport complex protein rnfC,,Down Regulated
dmsB,945507,Anaerobic dimethyl sulfoxide reductase chain B,,Down Regulated
ynfE,946135,Putative dimethyl sulfoxide reductase chain ynfE,,Up Regulated
dkgB,944901,"2,5-diketo-D-gluconic acid reductase B",,Ambiguous/Unsorted
rarA,945505,Replication-associated recombination protein A,,Ambiguous/Unsorted
yafJ,944906,Putative glutamine amidotransferase yafJ,,Ambiguous/Unsorted
queA,944905,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,,Ambiguous/Unsorted
ycaO,945509,UPF0142 protein ycaO,,Down Regulated
cobT,946517,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,,Ambiguous/Unsorted
dacD,946518,D-alanyl-D-alanine carboxypeptidase dacD,,Temporarly Down Regulated
ynfD,946133,Uncharacterized protein ynfD,"['Energy production and conversion', ' Electrochemical potential driven transporters', 'response to stress']",Up Regulated
ynfC,946131,UPF0257 lipoprotein ynfC,,Down Regulated
poxB,946132,Pyruvate dehydrogenase [cytochrome],,Up Regulated
mreC,947655,Rod shape-determining protein mreC,,Down Regulated
yraI,947657,Uncharacterized fimbrial chaperone yraI,"['Amino acid transport and metabolism', 'Coenzyme transport and metabolism', ' Central intermediary metabolism']",Up Regulated
hslJ,946525,Heat shock protein hslJ,,Up Regulated
yraP,947659,Uncharacterized protein yraP,['DNA replication'],Up Regulated
dgsA,945510,Protein mlc,,Temporarly Down Regulated
entC,945511,Isochorismate synthase entC,,Up Regulated
yafK,944910,Uncharacterized protein yafK,[],Down Regulated
ycaC,945512,Uncharacterized protein ycaC,,Up Regulated
miaA,948690,tRNA Delta(2)-isopentenylpyrophosphate transferase,,Down Regulated
yafN,944920,Uncharacterized protein yafN,"['Replication  recombination and repair', ' RNA related', ' Type of regulation', ' Protection', 'transcription', 'regulation of transcription  DNA dependent', 'response to stress']",Temporarly Down Regulated
tpiA,948409,Triosephosphate isomerase,,Temporarly Up Regulated
mutL,948691,DNA mismatch repair protein mutL,,Temporarly Down Regulated
rnr,948692,Ribonuclease R,,Ambiguous/Unsorted
nsrR,948693,HTH-type transcriptional repressor nsrR,,Down Regulated
rlmB,948694,23S rRNA (guanosine-2'-O-)-methyltransferase rlmB,,Ambiguous/Unsorted
uxaA,947603,Altronate hydrolase,,Up Regulated
exuR,947602,Exu regulon transcriptional regulator,,Ambiguous/Unsorted
yjfC,948699,Uncharacterized protein yjfC,"['electron transport', 'metabolic process']",Temporarly Up Regulated
sstT,947605,Serine/threonine transporter sstT,,Down Regulated
wza,946558,Putative polysaccharide export protein wza,,Ambiguous/Unsorted
ygjR,947600,Uncharacterized oxidoreductase ygjR,['Carbohydrate transport and metabolism'],Up Regulated
cdh,948410,CDP-diacylglycerol pyrophosphatase,,Up Regulated
sbp,948411,Sulfate-binding protein,,Temporarly Down Regulated
fieF,948413,Ferrous-iron efflux pump fieF,,Down Regulated
fpr,948414,Ferredoxin--NADP reductase,,Up Regulated
uspD,948415,Universal stress protein D,,Up Regulated
dinJ,944914,DNA-damage-inducible protein J,,Temporarly Up Regulated
yiiS,948416,UPF0381 protein yiiS,,Up Regulated
rraA,948419,Regulator of ribonuclease activity A,,Down Regulated
flu,946540,Antigen 43,,Up Regulated
yjeF,948685,Uncharacterized protein yjeF,[],Up Regulated
amiB,948683,N-acetylmuramoyl-L-alanine amidase amiB,,Down Regulated
yjeE,948684,UPF0079 ATP-binding protein yjeE,,Ambiguous/Unsorted
sbmC,946546,DNA gyrase inhibitory protein,,Up Regulated
hflX,948688,GTP-binding protein hflX,,Ambiguous/Unsorted
yeeD,946539,UPF0033 protein yeeD,,Down Regulated
sodA,948403,Superoxide dismutase [Mn]; Superoxide dismutase,,Up Regulated
phoE,944926,Outer membrane pore protein E,,Temporarly Down Regulated
cpxR,948404,Transcriptional regulatory protein cpxR,,Temporarly Down Regulated
rhaD,948401,Rhamnulose-1-phosphate aldolase,,Down Regulated
mutS,947206,DNA mismatch repair protein mutS,,Ambiguous/Unsorted
pcm,944923,Protein-L-isoaspartate O-methyltransferase,,Ambiguous/Unsorted
yiiQ,948408,Uncharacterized protein yiiQ,[],Down Regulated
cpxA,948405,Sensor protein; Sensor protein cpxA,,Down Regulated
yiiM,948406,Protein yiiM,,Up Regulated
uvrC,947203,UvrABC system protein C,,Temporarly Up Regulated
wcaA,946570,Putative colanic acid biosynthesis glycosyl transferase wcaA,,Temporarly Down Regulated
cpsG,946574,Phosphomannomutase,,Temporarly Down Regulated
yhaJ,947621,Uncharacterized HTH-type transcriptional regulator yhaJ,['Posttranslational modification  protein turnover  chaperones'],Down Regulated
yhaK,947620,Pirin-like protein yhaK,,Temporarly Down Regulated
tdcE,947623,Keto-acid formate acetyltransferase,,Temporarly Down Regulated
ybaL,946576,Inner membrane protein ybaL,,Ambiguous/Unsorted
tdcF,947624,Protein tdcF,,Up Regulated
metL,948433,Bifunctional aspartokinase/homoserine dehydrogenase 2,,Down Regulated
rpoS,947210,RNA polymerase sigma factor rpoS; RNA polymerase sigma factor,,Up Regulated
surE,947211,Multifunctional protein surE,,Ambiguous/Unsorted
yciS,944936,Inner membrane protein yciS,,Temporarly Down Regulated
fsaB,948439,Fructose-6-phosphate aldolase 2,,Ambiguous/Unsorted
truD,947214,tRNA pseudouridine synthase D,,Ambiguous/Unsorted
cysD,947217,Sulfate adenylyltransferase subunit 2,,Down Regulated
metB,948434,Cystathionine gamma-synthase,,Ambiguous/Unsorted
metJ,948435,Met repressor,,Up Regulated
rsmA,944939,b0051,,Ambiguous/Unsorted
cysN,947219,Sulfate adenylyltransferase subunit 1,,Down Regulated
rlmF,944938,Ribosomal RNA large subunit methyltransferase F,,Down Regulated
ptsA,948437,Multiphosphoryl transfer protein 2,,Ambiguous/Unsorted
galF,946560,UTP--glucose-1-phosphate uridylyltransferase,,Up Regulated
mdlA,945092,Multidrug resistance-like ATP-binding protein mdlA,,Down Regulated
wcaL,946565,Putative colanic acid biosynthesis glycosyltransferase wcaL,,Down Regulated
yegH,946566,UPF0053 protein yegH,,Temporarly Up Regulated
yqjG,947615,Uncharacterized protein yqjG,['electron transport'],Up Regulated
yqjD,947614,Uncharacterized protein yqjD,"['Cell wall membrane envelope biogenesis', ' Macromolecules  cellular constituent   biosynthesis']",Ambiguous/Unsorted
ycgR,947609,Uncharacterized protein ycgR,,Ambiguous/Unsorted
glpF,948422,Glycerol uptake facilitator protein,,Up Regulated
yagX,947606,Uncharacterized protein yagX,"['Carbohydrate transport and metabolism', 'Transcription', ' RNA related', ' Type of regulation', 'transcription', 'regulation of transcription  DNA dependent']",Ambiguous/Unsorted
zapB,948420,Cell division protein zapB,,Up Regulated
cysC,947221,Adenylyl-sulfate kinase,,Down Regulated
hslV,948429,ATP-dependent protease hslV,,Ambiguous/Unsorted
ybgF,947227,Uncharacterized protein ybgF,,Ambiguous/Unsorted
cytR,948427,HTH-type transcriptional repressor cytR,,Temporarly Down Regulated
ftsN,948428,Cell division protein ftsN,,Down Regulated
maa,945096,Maltose O-acetyltransferase,,Down Regulated
rpmE,948425,50S ribosomal protein L31,,Down Regulated
hha,945098,Hemolysin expression-modulating protein,,Down Regulated
priA,948426,Primosomal protein N',,Temporarly Up Regulated
glpK,948423,Glycerol kinase,,Up Regulated
glpX,948424,"Fructose-1,6-bisphosphatase class 2",,Down Regulated
smpA,945583,Small protein A,,Ambiguous/Unsorted
bamE,945583,Small protein A,,Ambiguous/Unsorted
vacJ,945582,Lipoprotein vacJ,,Ambiguous/Unsorted
mlaA,945582,Lipoprotein vacJ,,Ambiguous/Unsorted
mpaA,945969,Protein mpaA,,Ambiguous/Unsorted
hyaB,945580,Hydrogenase-1 large chain,,Down Regulated
udk,946597,Uridine kinase,,Down Regulated
cyoA,945080,Ubiquinol oxidase subunit 2,,Temporarly Down Regulated
yfaL,946595,Uncharacterized protein yfaL,,Ambiguous/Unsorted
mltA,944964,Membrane-bound lytic murein transglycosylase A,,Down Regulated
hypF,944963,Carbamoyltransferase hypF,,Up Regulated
dcd,946593,Deoxycytidine triphosphate deaminase,,Up Regulated
rutE,946591,Putative NADH dehydrogenase/NAD(P)H nitroreductase rutE,,Temporarly Up Regulated
gfcD,945588,Uncharacterized lipoprotein gfcD,,Temporarly Down Regulated
ykgM,944960,50S ribosomal protein L31 type B,,Up Regulated
cof,945089,HMP-PP phosphatase,,Temporarly Down Regulated
mdlB,945088,Multidrug resistance-like ATP-binding protein mdlB,,Temporarly Up Regulated
ygiB,945086,UPF0441 protein ygiB,,Down Regulated
lon,945085,ATP-dependent protease La,,Up Regulated
clpX,945083,ATP-dependent Clp protease ATP-binding subunit clpX,,Down Regulated
ltaE,944955,Low specificity L-threonine aldolase,,Ambiguous/Unsorted
clpP,945082,ATP-dependent Clp protease proteolytic subunit,,Ambiguous/Unsorted
ydcU,945976,Inner membrane ABC transporter permease protein ydcU,,Ambiguous/Unsorted
yddW,945975,Uncharacterized lipoprotein yddW,[],Up Regulated
ycbG,945570,UPF0268 protein ycbG,,Temporarly Up Regulated
ompA,945571,Outer membrane protein A,,Up Regulated
cusS,945978,Sensor kinase cusS; Sensor protein,,Temporarly Up Regulated
ydbK,946587,Probable pyruvate-flavodoxin oxidoreductase,,Temporarly Down Regulated
tehB,945979,Tellurite resistance protein tehB,,Up Regulated
hspQ,945578,Heat shock protein hspQ,,Ambiguous/Unsorted
yneH,944973,Glutaminase 2,,Down Regulated
yafV,946585,UPF0012 hydrolase yafV,,Up Regulated
yahJ,944976,Uncharacterized protein yahJ,"['Amino acid transport and metabolism', 'Inorganic ion transport and metabolism', ' Carbon compound utilization', ' Primary Active Transporters', 'protein transport']",Down Regulated
yahK,944975,Uncharacterized zinc-type alcohol dehydrogenase-like protein yahK,"['Amino acid transport and metabolism', ' Carbon compound utilization', 'metabolic process']",Up Regulated
ybaY,945070,Uncharacterized lipoprotein ybaY,[],Up Regulated
gsk,946584,Inosine-guanosine kinase,,Down Regulated
yahL,944970,Uncharacterized protein yahL,[],Up Regulated
mgsA,945574,Methylglyoxal synthase,,Ambiguous/Unsorted
scpA,945576,Protein sbm,,Temporarly Down Regulated
cpsB,946580,Mannose-1-phosphate guanylyltransferase 1; Mannose-1-phosphate guanylyltransferase,,Ambiguous/Unsorted
dedD,944971,Protein dedD,,Down Regulated
LeuC,945076,3-isopropylmalate dehydratase large subunit,,Ambiguous/Unsorted
rutR,945075,HTH-type transcriptional regulator rutR,,Down Regulated
yfjF,945078,UPF0125 protein yfjF; Protein rnfH,,Ambiguous/Unsorted
crl,945077,Sigma factor-binding protein crl,,Down Regulated
puuB,945072,Gamma-glutamylputrescine oxidoreductase,,Down Regulated
ompX,944967,Outer membrane protein X,,Up Regulated
priC,945071,Primosomal replication protein N'',,Temporarly Down Regulated
tesB,945074,Acyl-CoA thioesterase 2,,Down Regulated
ycjY,945988,Uncharacterized protein ycjY,['Amino acid transport and metabolism'],Up Regulated
dmsD,945987,Twin-arginine leader-binding protein dmsD,,Down Regulated
ydbD,945983,Uncharacterized protein ydbD,[],Ambiguous/Unsorted
ftsP,944982,Protein sufI,,Down Regulated
ykgF,944980,Uncharacterized electron transport protein ykgF,[],Temporarly Up Regulated
frmR,944986,Transcriptional repressor frmR,,Down Regulated
yahO,944985,Uncharacterized protein yahO,[' Building block biosynthesis'],Up Regulated
eutH,944979,Ethanolamine utilization protein eutH,,Up Regulated
yecA,945061,Uncharacterized protein yecA,[],Down Regulated
dxs,945060,1-deoxy-D-xylulose-5-phosphate synthase,,Ambiguous/Unsorted
thiI,945067,Thiamine biosynthesis protein thiI,,Ambiguous/Unsorted
ydcj,945991,Uncharacterized protein ydcJ,,Up Regulated
panE,945065,2-dehydropantoate 2-reductase,,Temporarly Down Regulated
ispA,945064,Geranyltranstransferase,,Ambiguous/Unsorted
xseB,945069,Exodeoxyribonuclease 7 small subunit,,Ambiguous/Unsorted
ydcP,945993,Uncharacterized protease ydcP,['amino acid biosynthetic process'],Temporarly Up Regulated
narZ,945999,Respiratory nitrate reductase 2 alpha chain,,Ambiguous/Unsorted
ydcH,945997,Uncharacterized protein ydcH,[' Channel type Transporters'],Up Regulated
cspG,945591,Cold shock-like protein cspG,,Down Regulated
yccF,945594,Inner membrane protein yccF,,Down Regulated
prpB,944990,Methylisocitrate lyase,,Temporarly Up Regulated
torS,945595,Sensor protein torS; Sensor protein,,Down Regulated
codA,944996,Cytosine deaminase; Protein ccdA,,Down Regulated
frmA,944988,S-(hydroxymethyl)glutathione dehydrogenase,,Temporarly Down Regulated
pyrH,944989,Uridylate kinase,,Ambiguous/Unsorted
yajD,945051,Uncharacterized protein yajD,[' Primary Active Transporters'],Down Regulated
yajR,945058,Inner membrane transport protein yajR,,Temporarly Down Regulated
ispF,945057,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,Ambiguous/Unsorted
McrB,949122,5-methylcytosine-specific restriction enzyme B,,Temporarly Up Regulated
secF,949120,Protein-export membrane protein secF,,Temporarly Down Regulated
cutA,948660,Divalent-cation tolerance protein cutA,,Up Regulated
yjeK,948662,Uncharacterized kamA family protein yjeK,['metabolic process'],Down Regulated
efp,948661,Elongation factor P,,Ambiguous/Unsorted
yjeI,948664,Uncharacterized protein yjeI,"['cell cycle', 'cell division']",Ambiguous/Unsorted
frdB,948666,Fumarate reductase iron-sulfur subunit,,Up Regulated
groL,948665,60 kDa chaperonin,,Temporarly Up Regulated
ribF,949129,Riboflavin biosynthesis protein ribF,,Ambiguous/Unsorted
frdA,948667,Fumarate reductase flavoprotein subunit,,Up Regulated
ampC,948669,Beta-lactamase,,Down Regulated
lipB,945217,Octanoyltransferase,,Down Regulated
entH,945215,Esterase ybdB,,Up Regulated
ybdH,945212,Uncharacterized oxidoreductase ybdH,[],Down Regulated
ybdL,945211,Aminotransferase ybdL,,Down Regulated
blc,948670,Outer membrane lipoprotein blc,,Up Regulated
orn,948675,Oligoribonuclease,,Ambiguous/Unsorted
rcsF,949113,Protein rcsF,,Ambiguous/Unsorted
yaeB,949112,UPF0066 protein yaeB,,Ambiguous/Unsorted
psd,948673,Phosphatidylserine decarboxylase proenzyme,,Ambiguous/Unsorted
poxA,948672,Putative lysyl-tRNA synthetase,,Ambiguous/Unsorted
yjeM,948679,Inner membrane transporter yjeM,,Up Regulated
yjeP,948676,Uncharacterized mscS family protein yjeP,"['purine nucleotide biosynthetic process', 'biosynthetic process']",Ambiguous/Unsorted
lipA,945227,Lipoyl synthase,,Ambiguous/Unsorted
plsC,947496,1-acyl-sn-glycerol-3-phosphate acyltransferase,,Temporarly Down Regulated
uspG,945229,Universal stress protein G,,Up Regulated
dkgA,947495,"2,5-diketo-D-gluconic acid reductase A",,Up Regulated
tatE,945228,Sec-independent protein translocase protein tatE,,Ambiguous/Unsorted
tdcA,947494,HTH-type transcriptional regulator tdcA,,Up Regulated
yqhD,947493,Alcohol dehydrogenase yqhD,,Up Regulated
dacA,945222,D-alanyl-D-alanine carboxypeptidase dacA,,Down Regulated
ahpC,945225,Alkyl hydroperoxide reductase subunit C,,Down Regulated
dsbG,945224,Thiol:disulfide interchange protein dsbG,,Down Regulated
folD,945221,Bifunctional protein folD,,Up Regulated
ybeD,945220,UPF0250 protein ybeD,,Down Regulated
parC,947499,DNA topoisomerase 4 subunit A,,Ambiguous/Unsorted
dsdX,949103,DsdX permease,,Temporarly Down Regulated
dcuB,948641,Anaerobic C4-dicarboxylate transporter dcuB,,Ambiguous/Unsorted
dsbD,948649,Thiol:disulfide interchange protein dsbD,,Temporarly Down Regulated
cadA,948643,"Lysine decarboxylase, inducible",,Up Regulated
nanM,949106,N-acetylneuraminate epimerase,,Up Regulated
lysU,948645,"Lysyl-tRNA synthetase; Lysyl-tRNA synthetase, heat inducible",,Down Regulated
gpr,947480,Uncharacterized protein yghZ,,Up Regulated
yghZ,947480,Uncharacterized protein yghZ,,Up Regulated
dpiB,945233,Sensor kinase dpiB,,Temporarly Up Regulated
rfbC,947482,"dTDP-4-dehydrorhamnose 3,5-epimerase",,Down Regulated
rlmH,945239,Ribosomal RNA large subunit methyltransferase H,,Up Regulated
ybeB,945237,Uncharacterized protein ybeB,[],Up Regulated
citC,945231,[Citrate [pro-3S]-lyase] ligase,,Ambiguous/Unsorted
fadR,948652,Fatty acid metabolism regulator protein,,Down Regulated
yjdC,948650,HTH-type transcriptional regulator yjdC,,Up Regulated
aspA,948658,Aspartate ammonia-lyase,,Up Regulated
fxsA,948657,UPF0716 protein fxsA,,Up Regulated
yghU,947472,Uncharacterized GST-like protein yghU,[],Ambiguous/Unsorted
holE,947471,DNA polymerase III subunit theta,,Temporarly Down Regulated
nadD,945248,Nicotinate-nucleotide adenylyltransferase; Probable nicotinate-nucleotide adenylyltransferase,,Ambiguous/Unsorted
gss,947474,Bifunctional glutathionylspermidine synthetase/amidase,,Down Regulated
gsp,947474,Bifunctional glutathionylspermidine synthetase/amidase,,Down Regulated
glcG,947473,Protein glcG,,Up Regulated
yqhA,947479,UPF0114 protein yqhA,,Up Regulated
yghA,947478,Uncharacterized oxidoreductase yghA,[],Up Regulated
rlpA,945241,Rare lipoprotein A,,Temporarly Down Regulated
mrdA,945240,Penicillin-binding protein 2,,Down Regulated
yjdM,948621,Protein phnA,,Up Regulated
yjdN,948622,Protein phnB,,Up Regulated
proP,948626,Proline/betaine transporter,,Down Regulated
ybeL,945252,Uncharacterized protein ybeL,[],Up Regulated
fhuC,945250,Iron(3+)-hydroxamate import ATP-binding protein fhuC,,Ambiguous/Unsorted
slp,948022,Outer membrane protein slp,,Up Regulated
serA,945258,D-3-phosphoglycerate dehydrogenase,,Ambiguous/Unsorted
cmtA,945256,PTS system mannitol-specific cryptic EIICB component,,Ambiguous/Unsorted
adiA,948638,Biodegradative arginine decarboxylase,,Ambiguous/Unsorted
melR,948637,Melibiose operon regulatory protein,,Ambiguous/Unsorted
dctA,948039,C4-dicarboxylate transport protein; Aerobic C4-dicarboxylate transport protein,,Up Regulated
miaB,945260,(Dimethylallyl)adenosine tRNA methylthiotransferase miaB,,Down Regulated
ubif,945261,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",,Down Regulated
yhjE,948032,Inner membrane metabolite transport protein yhjE,,Down Regulated
yhjD,948033,Inner membrane protein yhjD,,Ambiguous/Unsorted
treF,948037,Cytoplasmic trehalase,,Up Regulated
yhjC,948035,Uncharacterized HTH-type transcriptional regulator yhjC,"['Transcription', ' RNA related', ' Type of regulation', 'transcription', 'regulation of transcription  DNA dependent']",Ambiguous/Unsorted
rpiR,948603,HTH-type transcriptional regulator rpiR,,Down Regulated
yecJ,946388,Uncharacterized protein yecJ,[],Ambiguous/Unsorted
torZ,946389,Trimethylamine-N-oxide reductase 2,,Temporarly Up Regulated
phnJ,948606,Protein phnJ,,Ambiguous/Unsorted
phnP,948600,Protein phnP,,Ambiguous/Unsorted
rpiB,948602,Ribose-5-phosphate isomerase B,,Down Regulated
cmoA,946380,tRNA (cmo5U34)-methyltransferase,,Ambiguous/Unsorted
yecR,946386,Uncharacterized protein yecR,"['Inorganic ion transport and metabolism', ' Adaptation to stress', 'iron ion transport']",Down Regulated
cmoB,946387,tRNA (mo5U34)-methyltransferase,,Down Regulated
yecD,946384,Isochorismatase family protein yecD; Uncharacterized isochorismatase family protein yecD,[],Temporarly Up Regulated
pitA,948009,Low-affinity inorganic phosphate transporter 1,,Down Regulated
seqA,945272,Protein seqA,,Ambiguous/Unsorted
yhiQ,948005,UPF0341 protein yhiQ,,Ambiguous/Unsorted
rfbB,945276,"dTDP-glucose 4,6-dehydratase",,Down Regulated
erfK,945273,Protein erfK/srfK,,Ambiguous/Unsorted
uspA,948007,Universal stress protein A,,Ambiguous/Unsorted
iscR,945279,HTH-type transcriptional regulator iscR,,Down Regulated
yhiI,948003,Uncharacterized protein yhiI,[' Protection'],Temporarly Up Regulated
trmJ,948610,tRNA (cytidine/uridine-2'-O-)-methyltransferase trmJ,,Down Regulated
flhB,946391,Flagellar biosynthetic protein flhB,,Down Regulated
cheZ,946392,Chemotaxis protein cheZ,,Up Regulated
cheB,946394,Chemotaxis response regulator protein-glutamate methylesterase,,Down Regulated
cheR,946396,Chemotaxis protein methyltransferase,,Temporarly Up Regulated
tap,946397,Methyl-accepting chemotaxis protein IV,,Ambiguous/Unsorted
mprA,945282,Transcriptional repressor mprA,,Ambiguous/Unsorted
arsC,948018,Arsenate reductase,,Temporarly Up Regulated
yhiD,948019,Uncharacterized protein yhiD,[],Ambiguous/Unsorted
